a,w,t,label
0.3,-1.1,0.724,1
0.3,-1,0,0
0.3,-0.9,0.883,1
0.3,-0.8,0,0
0.3,-0.7,1.132,1
0.3,-0.6,1.319,1
0.3,-0.5,1.58,1
0.3,-0.4,1.973,1
0.3,-0.3,0,0
0.3,-0.2,0,0
0.3,-0.1,0,0
0.3,0,0,0
0.3,0.1,0,0
0.3,0.2,0,0
0.3,0.3,0,0
0.3,0.4,0,0
0.3,0.5,0,0
0.3,0.6,0,0
0.3,0.7,0,0
0.3,0.8,0,0
0.3,0.9,0,0
0.3,1,0,0
0.3,1.1,0,0
0.3,1.2,1.973,1
0.3,1.3,1.822,1
0.3,1.4,0,0
0.3,1.5,0,0
0.3,1.6,0,0
0.3,1.7,1.396,1
0.3,1.8,1.319,1
0.3,1.9,1.25,1
0.3,2,1.188,1
0.4,-2,1.973,1
0.4,-1.9,0.423,1
0.4,-1.8,0.446,1
0.4,-1.7,0,0
0.4,-1.6,0,0
0.4,-1.5,0,0
0.4,-1.4,0.571,1
0.4,-1.3,0.614,1
0.4,-1.2,0,0
0.4,-1.1,0.724,1
0.4,-1,0,0
0.4,-0.9,0.883,1
0.4,-0.8,0.992,1
0.4,-0.7,1.132,1
0.4,-0.6,1.319,1
0.4,-0.5,1.58,1
0.4,-0.4,1.974,1
0.4,-0.3,0,0
0.4,-0.2,0,0
0.4,-0.1,0,0
0.4,0,0,0
0.4,0.1,0,0
0.4,0.2,0,0
0.4,0.3,0,0
0.4,0.4,0,0
0.4,0.5,0,0
0.4,0.6,0,0
0.4,0.7,0,0
0.4,0.8,0,0
0.4,0.9,0,0
0.4,1,0,0
0.4,1.1,0,0
0.4,1.2,1.973,1
0.4,1.3,1.822,1
0.4,1.4,0,0
0.4,1.5,0,0
0.4,1.6,0,0
0.4,1.7,0,0
0.4,1.8,1.319,1
0.4,1.9,1.25,1
0.4,2,1.188,1
0.5,-2,1.973,1
0.5,-1.9,0.423,1
0.5,-1.8,0.446,1
0.5,-1.7,0,0
0.5,-1.6,0,0
0.5,-1.5,0,0
0.5,-1.4,0.571,1
0.5,-1.3,0.614,1
0.5,-1.2,0,0
0.5,-1.1,0.724,1
0.5,-1,0,0
0.5,-0.9,0.883,1
0.5,-0.8,0.992,1
0.5,-0.7,1.132,1
0.5,-0.6,1.319,1
0.5,-0.5,1.581,1
0.5,-0.4,1.974,1
0.5,-0.3,0,0
0.5,-0.2,0,0
0.5,-0.1,0,0
0.5,0,0,0
0.5,0.1,0,0
0.5,0.2,0,0
0.5,0.3,0,0
0.5,0.4,0,0
0.5,0.5,0,0
0.5,0.6,0,0
0.5,0.7,0,0
0.5,0.8,0,0
0.5,0.9,0,0
0.5,1,0,0
0.5,1.1,0,0
0.5,1.2,0,0
0.5,1.3,1.822,1
0.5,1.4,0,0
0.5,1.5,0,0
0.5,1.6,0,0
0.5,1.7,0,0
0.5,1.8,1.319,1
0.5,1.9,1.25,1
0.5,2,1.188,1
0.6,-2,0,0
0.6,-1.9,0.423,1
0.6,-1.8,0.446,1
0.6,-1.7,0.472,1
0.6,-1.6,0,0
0.6,-1.5,0,0
0.6,-1.4,0.571,1
0.6,-1.3,0.614,1
0.6,-1.2,0,0
0.6,-1.1,0.724,1
0.6,-1,0,0
0.6,-0.9,0.883,1
0.6,-0.8,0.992,1
0.6,-0.7,1.132,1
0.6,-0.6,1.319,1
0.6,-0.5,1.581,1
0.6,-0.4,1.974,1
0.6,-0.3,0,0
0.6,-0.2,0,0
0.6,-0.1,0,0
0.6,0,0,0
0.6,0.1,0,0
0.6,0.2,0,0
0.6,0.3,0,0
0.6,0.4,0,0
0.6,0.5,0,0
0.6,0.6,0,0
0.6,0.7,0,0
0.6,0.8,0,0
0.6,0.9,0,0
0.6,1,0,0
0.6,1.1,0,0
0.6,1.2,0,0
0.6,1.3,0,0
0.6,1.4,0,0
0.6,1.5,0,0
0.6,1.6,0,0
0.6,1.7,0,0
0.6,1.8,1.319,1
0.6,1.9,1.25,1
0.6,2,1.188,1
0.7,-2,0,0
0.7,-1.9,0.423,1
0.7,-1.8,0.446,1
0.7,-1.7,0.472,1
0.7,-1.6,0,0
0.7,-1.5,0,0
0.7,-1.4,0.571,1
0.7,-1.3,0.614,1
0.7,-1.2,0,0
0.7,-1.1,0.724,1
0.7,-1,0,0
0.7,-0.9,0.883,1
0.7,-0.8,0.992,1
0.7,-0.7,1.132,1
0.7,-0.6,1.319,1
0.7,-0.5,1.581,1
0.7,-0.4,1.974,1
0.7,-0.3,0,0
0.7,-0.2,0,0
0.7,-0.1,0,0
0.7,0,0,0
0.7,0.1,0,0
0.7,0.2,0,0
0.7,0.3,0,0
0.7,0.4,0,0
0.7,0.5,0,0
0.7,0.6,0,0
0.7,0.7,0,0
0.7,0.8,0,0
0.7,0.9,0,0
0.7,1,0,0
0.7,1.1,0,0
0.7,1.2,0,0
0.7,1.3,0,0
0.7,1.4,1.693,1
0.7,1.5,0,0
0.7,1.6,0,0
0.7,1.7,0,0
0.7,1.8,0,0
0.7,1.9,1.25,1
0.7,2,1.188,1
0.8,-2,0,0
0.8,-1.9,0,0
0.8,-1.8,0.446,1
0.8,-1.7,0.472,1
0.8,-1.6,0.501,1
0.8,-1.5,0,0
0.8,-1.4,0.571,1
0.8,-1.3,0,0
0.8,-1.2,0,0
0.8,-1.1,0.724,1
0.8,-1,0,0
0.8,-0.9,0.883,1
0.8,-0.8,0.992,1
0.8,-0.7,1.132,1
0.8,-0.6,1.319,1
0.8,-0.5,1.581,1
0.8,-0.4,1.974,1
0.8,-0.3,0,0
0.8,-0.2,0,0
0.8,-0.1,0,0
0.8,0,0,0
0.8,0.1,0,0
0.8,0.2,0,0
0.8,0.3,0,0
0.8,0.4,0,0
0.8,0.5,0,0
0.8,0.6,0,0
0.8,0.7,0,0
0.8,0.8,0,0
0.8,0.9,0,0
0.8,1,0,0
0.8,1.1,0,0
0.8,1.2,0,0
0.8,1.3,0,0
0.8,1.4,1.693,1
0.8,1.5,0,0
0.8,1.6,0,0
0.8,1.7,0,0
0.8,1.8,0,0
0.8,1.9,1.25,1
0.8,2,1.188,1
0.9,-2,0,0
0.9,-1.9,0,0
0.9,-1.8,0,0
0.9,-1.7,0.472,1
0.9,-1.6,0.501,1
0.9,-1.5,0,0
0.9,-1.4,0.571,1
0.9,-1.3,0,0
0.9,-1.2,0,0
0.9,-1.1,0.724,1
0.9,-1,0,0
0.9,-0.9,0.883,1
0.9,-0.8,0.992,1
0.9,-0.7,1.132,1
0.9,-0.6,1.319,1
0.9,-0.5,1.581,1
0.9,-0.4,1.974,1
0.9,-0.3,0,0
0.9,-0.2,0,0
0.9,-0.1,0,0
0.9,0,0,0
0.9,0.1,0,0
0.9,0.2,0,0
0.9,0.3,0,0
0.9,0.4,0,0
0.9,0.5,0,0
0.9,0.6,0,0
0.9,0.7,0,0
0.9,0.8,0,0
0.9,0.9,0,0
0.9,1,0,0
0.9,1.1,0,0
0.9,1.2,1.974,1
0.9,1.3,0,0
0.9,1.4,1.693,1
0.9,1.5,1.581,1
0.9,1.6,0,0
0.9,1.7,1.396,1
0.9,1.8,0,0
0.9,1.9,1.25,1
0.9,2,1.188,1
1,-2,0,0
1,-1.9,0,0
1,-1.8,0,0
1,-1.7,0.472,1
1,-1.6,0.501,1
1,-1.5,0,0
1,-1.4,0.571,1
1,-1.3,0,0
1,-1.2,0,0
1,-1.1,0.724,1
1,-1,0,0
1,-0.9,0.883,1
1,-0.8,0.992,1
1,-0.7,1.132,1
1,-0.6,1.319,1
1,-0.5,1.581,1
1,-0.4,1.974,1
1,-0.3,0,0
1,-0.2,0,0
1,-0.1,0,0
1,0,0,0
1,0.1,0,0
1,0.2,0,0
1,0.3,0,0
1,0.4,0,0
1,0.5,0,0
1,0.6,0,0
1,0.7,0,0
1,0.8,0,0
1,0.9,0,0
1,1,0,0
1,1.1,0,0
1,1.2,0,0
1,1.3,1.823,1
1,1.4,0,0
1,1.5,1.581,1
1,1.6,0,0
1,1.7,1.396,1
1,1.8,1.319,1
1,1.9,1.25,1
1,2,1.188,1
1.1,-2,0,0
1.1,-1.9,0,0
1.1,-1.8,0,0
1.1,-1.7,0.472,1
1.1,-1.6,0.501,1
1.1,-1.5,0,0
1.1,-1.4,0.571,1
1.1,-1.3,0,0
1.1,-1.2,0,0
1.1,-1.1,0.724,1
1.1,-1,0,0
1.1,-0.9,0.883,1
1.1,-0.8,0.992,1
1.1,-0.7,1.132,1
1.1,-0.6,1.319,1
1.1,-0.5,1.581,1
1.1,-0.4,1.974,1
1.1,-0.3,0,0
1.1,-0.2,0,0
1.1,-0.1,0,0
1.1,0,0,0
1.1,0.1,0,0
1.1,0.2,0,0
1.1,0.3,0,0
1.1,0.4,0,0
1.1,0.5,0,0
1.1,0.6,0,0
1.1,0.7,0,0
1.1,0.8,0,0
1.1,0.9,0,0
1.1,1,0,0
1.1,1.1,0,0
1.1,1.2,0,0
1.1,1.3,1.823,1
1.1,1.4,0,0
1.1,1.5,1.581,1
1.1,1.6,0,0
1.1,1.7,1.396,1
1.1,1.8,1.319,1
1.1,1.9,1.25,1
1.1,2,1.188,1
1.2,-2,0,0
1.2,-1.9,0,0
1.2,-1.8,0,0
1.2,-1.7,0.472,1
1.2,-1.6,0.501,1
1.2,-1.5,0,0
1.2,-1.4,0.571,1
1.2,-1.3,0,0
1.2,-1.2,0,0
1.2,-1.1,0.724,1
1.2,-1,0,0
1.2,-0.9,0.883,1
1.2,-0.8,0.992,1
1.2,-0.7,1.132,1
1.2,-0.6,1.319,1
1.2,-0.5,1.581,1
1.2,-0.4,1.974,1
1.2,-0.3,0,0
1.2,-0.2,0,0
1.2,-0.1,0,0
1.2,0,0,0
1.2,0.1,0,0
1.2,0.2,0,0
1.2,0.3,0,0
1.2,0.4,0,0
1.2,0.5,0,0
1.2,0.6,0,0
1.2,0.7,0,0
1.2,0.8,0,0
1.2,0.9,0,0
1.2,1,0,0
1.2,1.1,0,0
1.2,1.2,0,0
1.2,1.3,1.823,1
1.2,1.4,0,0
1.2,1.5,0,0
1.2,1.6,0,0
1.2,1.7,1.396,1
1.2,1.8,1.319,1
1.2,1.9,0,0
1.2,2,1.188,1
1.3,-2,0,0
1.3,-1.9,0,0
1.3,-1.8,0,0
1.3,-1.7,0.472,1
1.3,-1.6,0.501,1
1.3,-1.5,0,0
1.3,-1.4,0.571,1
1.3,-1.3,0,0
1.3,-1.2,0,0
1.3,-1.1,0.724,1
1.3,-1,0,0
1.3,-0.9,0.883,1
1.3,-0.8,0.992,1
1.3,-0.7,1.132,1
1.3,-0.6,1.319,1
1.3,-0.5,1.581,1
1.3,-0.4,1.974,1
1.3,-0.3,0,0
1.3,-0.2,0,0
1.3,-0.1,0,0
1.3,0,0,0
1.3,0.1,0,0
1.3,0.2,0,0
1.3,0.3,0,0
1.3,0.4,0,0
1.3,0.5,0,0
1.3,0.6,0,0
1.3,0.7,0,0
1.3,0.8,0,0
1.3,0.9,0,0
1.3,1,0,0
1.3,1.1,0,0
1.3,1.2,0,0
1.3,1.3,0,0
1.3,1.4,0,0
1.3,1.5,0,0
1.3,1.6,0,0
1.3,1.7,1.396,1
1.3,1.8,1.319,1
1.3,1.9,0,0
1.3,2,0,0
1.4,-2,0,0
1.4,-1.9,0,0
1.4,-1.8,0,0
1.4,-1.7,0.472,1
1.4,-1.6,0.501,1
1.4,-1.5,0,0
1.4,-1.4,0.571,1
1.4,-1.3,0,0
1.4,-1.2,0,0
1.4,-1.1,0.724,1
1.4,-1,0,0
1.4,-0.9,0.883,1
1.4,-0.8,0.992,1
1.4,-0.7,1.132,1
1.4,-0.6,1.319,1
1.4,-0.5,1.581,1
1.4,-0.4,1.974,1
1.4,-0.3,0,0
1.4,-0.2,0,0
1.4,-0.1,0,0
1.4,0,0,0
1.4,0.1,0,0
1.4,0.2,0,0
1.4,0.3,0,0
1.4,0.4,0,0
1.4,0.5,0,0
1.4,0.6,0,0
1.4,0.7,0,0
1.4,0.8,0,0
1.4,0.9,0,0
1.4,1,0,0
1.4,1.1,0,0
1.4,1.2,0,0
1.4,1.3,0,0
1.4,1.4,0,0
1.4,1.5,0,0
1.4,1.6,1.483,1
1.4,1.7,0,0
1.4,1.8,0,0
1.4,1.9,0,0
1.4,2,0,0
1.5,-2,0,0
1.5,-1.9,0,0
1.5,-1.8,0,0
1.5,-1.7,0.472,1
1.5,-1.6,0.501,1
1.5,-1.5,0,0
1.5,-1.4,0.571,1
1.5,-1.3,0,0
1.5,-1.2,0,0
1.5,-1.1,0,0
1.5,-1,0,0
1.5,-0.9,0.883,1
1.5,-0.8,0.992,1
1.5,-0.7,1.132,1
1.5,-0.6,1.319,1
1.5,-0.5,1.581,1
1.5,-0.4,1.974,1
1.5,-0.3,0,0
1.5,-0.2,0,0
1.5,-0.1,0,0
1.5,0,0,0
1.5,0.1,0,0
1.5,0.2,0,0
1.5,0.3,0,0
1.5,0.4,0,0
1.5,0.5,0,0
1.5,0.6,0,0
1.5,0.7,0,0
1.5,0.8,0,0
1.5,0.9,0,0
1.5,1,0,0
1.5,1.1,0,0
1.5,1.2,0,0
1.5,1.3,0,0
1.5,1.4,0,0
1.5,1.5,0,0
1.5,1.6,1.483,1
1.5,1.7,0,0
1.5,1.8,0,0
1.5,1.9,0,0
1.5,2,0,0
1.6,-2,0,0
1.6,-1.9,0,0
1.6,-1.8,0,0
1.6,-1.7,0.472,1
1.6,-1.6,0.501,1
1.6,-1.5,0,0
1.6,-1.4,0,0
1.6,-1.3,0,0
1.6,-1.2,0,0
1.6,-1.1,0,0
1.6,-1,0,0
1.6,-0.9,0.883,1
1.6,-0.8,0.992,1
1.6,-0.7,1.132,1
1.6,-0.6,1.319,1
1.6,-0.5,1.581,1
1.6,-0.4,1.974,1
1.6,-0.3,0,0
1.6,-0.2,0,0
1.6,-0.1,0,0
1.6,0,0,0
1.6,0.1,0,0
1.6,0.2,0,0
1.6,0.3,0,0
1.6,0.4,0,0
1.6,0.5,0,0
1.6,0.6,0,0
1.6,0.7,0,0
1.6,0.8,0,0
1.6,0.9,0,0
1.6,1,0,0
1.6,1.1,0,0
1.6,1.2,0,0
1.6,1.3,0,0
1.6,1.4,0,0
1.6,1.5,0,0
1.6,1.6,1.483,1
1.6,1.7,0,0
1.6,1.8,0,0
1.6,1.9,0,0
1.6,2,0,0
1.7,-2,0,0
1.7,-1.9,0,0
1.7,-1.8,0,0
1.7,-1.7,0.472,1
1.7,-1.6,0.501,1
1.7,-1.5,0,0
1.7,-1.4,0,0
1.7,-1.3,0,0
1.7,-1.2,0.665,1
1.7,-1.1,0,0
1.7,-1,0,0
1.7,-0.9,0.883,1
1.7,-0.8,0.992,1
1.7,-0.7,1.132,1
1.7,-0.6,1.319,1
1.7,-0.5,1.581,1
1.7,-0.4,0,0
1.7,-0.3,0,0
1.7,-0.2,0,0
1.7,-0.1,0,0
1.7,0,0,0
1.7,0.1,0,0
1.7,0.2,0,0
1.7,0.3,0,0
1.7,0.4,0,0
1.7,0.5,0,0
1.7,0.6,0,0
1.7,0.7,0,0
1.7,0.8,0,0
1.7,0.9,0,0
1.7,1,0,0
1.7,1.1,0,0
1.7,1.2,0,0
1.7,1.3,0,0
1.7,1.4,0,0
1.7,1.5,0,0
1.7,1.6,1.483,1
1.7,1.7,0,0
1.7,1.8,0,0
1.7,1.9,0,0
1.7,2,0,0
1.8,-2,0,0
1.8,-1.9,0,0
1.8,-1.8,0,0
1.8,-1.7,0.472,1
1.8,-1.6,0.501,1
1.8,-1.5,0,0
1.8,-1.4,0,0
1.8,-1.3,0,0
1.8,-1.2,0.665,1
1.8,-1.1,0,0
1.8,-1,0,0
1.8,-0.9,0.883,1
1.8,-0.8,0,0
1.8,-0.7,1.132,1
1.8,-0.6,0,0
1.8,-0.5,1.581,1
1.8,-0.4,0,0
1.8,-0.3,0,0
1.8,-0.2,0,0
1.8,-0.1,0,0
1.8,0,0,0
1.8,0.1,0,0
1.8,0.2,0,0
1.8,0.3,0,0
1.8,0.4,0,0
1.8,0.5,0,0
1.8,0.6,0,0
1.8,0.7,0,0
1.8,0.8,0,0
1.8,0.9,0,0
1.8,1,0,0
1.8,1.1,0,0
1.8,1.2,0,0
1.8,1.3,0,0
1.8,1.4,0,0
1.8,1.5,0,0
1.8,1.6,0,0
1.8,1.7,0,0
1.8,1.8,0,0
1.8,1.9,0,0
1.8,2,0,0
1.9,-2,0,0
1.9,-1.9,0,0
1.9,-1.8,0,0
1.9,-1.7,0.472,1
1.9,-1.6,0.501,1
1.9,-1.5,0.534,1
1.9,-1.4,0,0
1.9,-1.3,0,0
1.9,-1.2,0.665,1
1.9,-1.1,0,0
1.9,-1,0,0
1.9,-0.9,0,0
1.9,-0.8,0,0
1.9,-0.7,1.132,1
1.9,-0.6,0,0
1.9,-0.5,1.581,1
1.9,-0.4,0,0
1.9,-0.3,0,0
1.9,-0.2,0,0
1.9,-0.1,0,0
1.9,0,0,0
1.9,0.1,0,0
1.9,0.2,0,0
1.9,0.3,0,0
1.9,0.4,0,0
1.9,0.5,0,0
1.9,0.6,0,0
1.9,0.7,0,0
1.9,0.8,0,0
1.9,0.9,0,0
1.9,1,0,0
1.9,1.1,0,0
1.9,1.2,0,0
1.9,1.3,0,0
1.9,1.4,0,0
1.9,1.5,0,0
1.9,1.6,0,0
1.9,1.7,0,0
1.9,1.8,0,0
1.9,1.9,0,0
1.9,2,0,0
2,-2,0,0
2,-1.9,0,0
2,-1.8,0,0
2,-1.7,0,0
2,-1.6,0.501,1
2,-1.5,0.534,1
2,-1.4,0,0
2,-1.3,0,0
2,-1.2,0.665,1
2,-1.1,0,0
2,-1,0,0
2,-0.9,0,0
2,-0.8,0,0
2,-0.7,1.132,1
2,-0.6,1.319,1
2,-0.5,1.581,1
2,-0.4,0,0
2,-0.3,0,0
2,-0.2,0,0
2,-0.1,0,0
2,0,0,0
2,0.1,0,0
2,0.2,0,0
2,0.3,0,0
2,0.4,0,0
2,0.5,0,0
2,0.6,0,0
2,0.7,0,0
2,0.8,0,0
2,0.9,0,0
2,1,0,0
2,1.1,0,0
2,1.2,0,0
2,1.3,0,0
2,1.4,0,0
2,1.5,0,0
2,1.6,1.483,1
2,1.7,0,0
2,1.8,0,0
2,1.9,0,0
2,2,0,0
